id	protected_class	xml_blob
9108712834	0	<record><id>9108712834</id><protected_class>0</protected_class></record>
5712463042	0	<record><id>5712463042</id><protected_class>0</protected_class></record>
5349342592	0	<record><id>5349342592</id><protected_class>0</protected_class></record>
1411746385	1	<record><id>1411746385</id><protected_class>1</protected_class></record>
3987050990	0	<record><id>3987050990</id><protected_class>0</protected_class></record>
8367887637	0	<record><id>8367887637</id><protected_class>0</protected_class></record>
7578059412	0	<record><id>7578059412</id><protected_class>0</protected_class></record>
8745697729	0	<record><id>8745697729</id><protected_class>0</protected_class></record>
2763883843	0	<record><id>2763883843</id><protected_class>0</protected_class></record>
3767268093	0	<record><id>3767268093</id><protected_class>0</protected_class></record>
3272739408	0	<record><id>3272739408</id><protected_class>0</protected_class></record>
5657060063	0	<record><id>5657060063</id><protected_class>0</protected_class></record>
7897159726	0	<record><id>7897159726</id><protected_class>0</protected_class></record>
7767827194	0	<record><id>7767827194</id><protected_class>0</protected_class></record>
1895258668	1	<record><id>1895258668</id><protected_class>1</protected_class></record>
3869739293	1	<record><id>3869739293</id><protected_class>1</protected_class></record>
7385566099	0	<record><id>7385566099</id><protected_class>0</protected_class></record>
5384948141	0	<record><id>5384948141</id><protected_class>0</protected_class></record>
5068634761	0	<record><id>5068634761</id><protected_class>0</protected_class></record>
5006530014	0	<record><id>5006530014</id><protected_class>0</protected_class></record>
5972554727	0	<record><id>5972554727</id><protected_class>0</protected_class></record>
6956606454	0	<record><id>6956606454</id><protected_class>0</protected_class></record>
5903730776	0	<record><id>5903730776</id><protected_class>0</protected_class></record>
1854685217	1	<record><id>1854685217</id><protected_class>1</protected_class></record>
5526057610	1	<record><id>5526057610</id><protected_class>1</protected_class></record>
2200174226	1	<record><id>2200174226</id><protected_class>1</protected_class></record>
9696789328	0	<record><id>9696789328</id><protected_class>0</protected_class></record>
9754104746	0	<record><id>9754104746</id><protected_class>0</protected_class></record>
7546689908	0	<record><id>7546689908</id><protected_class>0</protected_class></record>
2373832420	0	<record><id>2373832420</id><protected_class>0</protected_class></record>
2224827719	0	<record><id>2224827719</id><protected_class>0</protected_class></record>
2058037651	0	<record><id>2058037651</id><protected_class>0</protected_class></record>
8197703984	0	<record><id>8197703984</id><protected_class>0</protected_class></record>
7162878957	0	<record><id>7162878957</id><protected_class>0</protected_class></record>
9932625921	0	<record><id>9932625921</id><protected_class>0</protected_class></record>
8619850850	0	<record><id>8619850850</id><protected_class>0</protected_class></record>
4467406954	0	<record><id>4467406954</id><protected_class>0</protected_class></record>
2808563532	0	<record><id>2808563532</id><protected_class>0</protected_class></record>
2922265110	0	<record><id>2922265110</id><protected_class>0</protected_class></record>
9233841720	0	<record><id>9233841720</id><protected_class>0</protected_class></record>
7560547189	1	<record><id>7560547189</id><protected_class>1</protected_class></record>
3130356278	0	<record><id>3130356278</id><protected_class>0</protected_class></record>
4684100555	0	<record><id>4684100555</id><protected_class>0</protected_class></record>
5809008295	0	<record><id>5809008295</id><protected_class>0</protected_class></record>
5039787103	0	<record><id>5039787103</id><protected_class>0</protected_class></record>
5743816787	0	<record><id>5743816787</id><protected_class>0</protected_class></record>
9375516684	0	<record><id>9375516684</id><protected_class>0</protected_class></record>
6130166190	0	<record><id>6130166190</id><protected_class>0</protected_class></record>
7652589129	0	<record><id>7652589129</id><protected_class>0</protected_class></record>
5109033997	0	<record><id>5109033997</id><protected_class>0</protected_class></record>
4506605438	0	<record><id>4506605438</id><protected_class>0</protected_class></record>
9418875822	0	<record><id>9418875822</id><protected_class>0</protected_class></record>
7837710515	0	<record><id>7837710515</id><protected_class>0</protected_class></record>
9173037012	0	<record><id>9173037012</id><protected_class>0</protected_class></record>
7136272417	0	<record><id>7136272417</id><protected_class>0</protected_class></record>
1793996968	0	<record><id>1793996968</id><protected_class>0</protected_class></record>
1960070920	0	<record><id>1960070920</id><protected_class>0</protected_class></record>
9567631698	0	<record><id>9567631698</id><protected_class>0</protected_class></record>
2548529203	0	<record><id>2548529203</id><protected_class>0</protected_class></record>
7201038080	0	<record><id>7201038080</id><protected_class>0</protected_class></record>
2366307806	1	<record><id>2366307806</id><protected_class>1</protected_class></record>
1997968110	0	<record><id>1997968110</id><protected_class>0</protected_class></record>
8665255345	0	<record><id>8665255345</id><protected_class>0</protected_class></record>
2941180366	0	<record><id>2941180366</id><protected_class>0</protected_class></record>
6729129855	0	<record><id>6729129855</id><protected_class>0</protected_class></record>
9982177157	1	<record><id>9982177157</id><protected_class>1</protected_class></record>
1042012696	1	<record><id>1042012696</id><protected_class>1</protected_class></record>
9522925415	0	<record><id>9522925415</id><protected_class>0</protected_class></record>
6202807775	0	<record><id>6202807775</id><protected_class>0</protected_class></record>
7801446354	1	<record><id>7801446354</id><protected_class>1</protected_class></record>
2765957608	1	<record><id>2765957608</id><protected_class>1</protected_class></record>
2141452482	0	<record><id>2141452482</id><protected_class>0</protected_class></record>
6880613540	1	<record><id>6880613540</id><protected_class>1</protected_class></record>
1336726932	1	<record><id>1336726932</id><protected_class>1</protected_class></record>
1018884894	1	<record><id>1018884894</id><protected_class>1</protected_class></record>
5596210467	0	<record><id>5596210467</id><protected_class>0</protected_class></record>
6809264841	1	<record><id>6809264841</id><protected_class>1</protected_class></record>
9265735138	0	<record><id>9265735138</id><protected_class>0</protected_class></record>
5990585711	0	<record><id>5990585711</id><protected_class>0</protected_class></record>
9118281507	0	<record><id>9118281507</id><protected_class>0</protected_class></record>
2163295416	0	<record><id>2163295416</id><protected_class>0</protected_class></record>
8209025011	0	<record><id>8209025011</id><protected_class>0</protected_class></record>
7942005455	0	<record><id>7942005455</id><protected_class>0</protected_class></record>
4583785599	0	<record><id>4583785599</id><protected_class>0</protected_class></record>
9407845021	0	<record><id>9407845021</id><protected_class>0</protected_class></record>
7498236929	0	<record><id>7498236929</id><protected_class>0</protected_class></record>
6707523138	1	<record><id>6707523138</id><protected_class>1</protected_class></record>
5267744146	0	<record><id>5267744146</id><protected_class>0</protected_class></record>
8393585507	0	<record><id>8393585507</id><protected_class>0</protected_class></record>
2022141688	0	<record><id>2022141688</id><protected_class>0</protected_class></record>
9091784930	0	<record><id>9091784930</id><protected_class>0</protected_class></record>
7450682118	0	<record><id>7450682118</id><protected_class>0</protected_class></record>
3324313806	0	<record><id>3324313806</id><protected_class>0</protected_class></record>
3397044284	0	<record><id>3397044284</id><protected_class>0</protected_class></record>
4012603116	0	<record><id>4012603116</id><protected_class>0</protected_class></record>
8888209719	0	<record><id>8888209719</id><protected_class>0</protected_class></record>
5660480657	0	<record><id>5660480657</id><protected_class>0</protected_class></record>
7244775542	0	<record><id>7244775542</id><protected_class>0</protected_class></record>
7046691037	0	<record><id>7046691037</id><protected_class>0</protected_class></record>
2157618319	0	<record><id>2157618319</id><protected_class>0</protected_class></record>
3215493993	1	<record><id>3215493993</id><protected_class>1</protected_class></record>
8976157973	0	<record><id>8976157973</id><protected_class>0</protected_class></record>
6893523144	0	<record><id>6893523144</id><protected_class>0</protected_class></record>
5302361921	0	<record><id>5302361921</id><protected_class>0</protected_class></record>
7413083303	0	<record><id>7413083303</id><protected_class>0</protected_class></record>
5410674782	0	<record><id>5410674782</id><protected_class>0</protected_class></record>
